
=== 1st Entry: Top Performing Stocks (min 5 trades) ===
          name direction    trend  total_trades  winning_trades  avg_pnl  win_rate  total_pnl
=== Top Performing Stocks by EntryTimeString (min 5 trades) ===
--- EntryTimeString: 1st_entry ---
      name trade_type direction   trend  total_trades  winning_trades  avg_pnl  win_rate  total_pnl
     KITEX  1st_entry     SHORT BULLISH             5             4.0  2739.43     80.00   13697.17
   RAILTEL  1st_entry      LONG BULLISH             5             3.0  2737.35     60.00   13686.76
    TVSSCS  1st_entry     SHORT BULLISH             5             2.0  2448.85     40.00   12244.25
    FUSION  1st_entry      LONG BULLISH             7             4.0  1836.45     57.14   12855.16
    APOLLO  1st_entry      LONG BULLISH             8             5.0  1835.21     62.50   14681.70
JAICORPLTD  1st_entry     SHORT BEARISH            43            23.0  1726.22     53.49   74227.54
     EMBDL  1st_entry      LONG BULLISH             6             1.0  1526.07     16.67    9156.44
 PREMEXPLN  1st_entry      LONG BULLISH            11             2.0  1363.89     18.18   15002.82
      SJVN  1st_entry      LONG BULLISH             5             2.0  1240.28     40.00    6201.42
  PRECWIRE  1st_entry      LONG BULLISH             8             4.0  1219.42     50.00    9755.36
    ELECON  1st_entry      LONG BULLISH             8             4.0  1192.58     50.00    9540.61
    FUSION  1st_entry     SHORT BULLISH            11             4.0  1138.39     36.36   12522.30
NAVKARCORP  1st_entry      LONG BULLISH             8             3.0  1052.35     37.50    8418.81
     SUVEN  1st_entry      LONG BULLISH             8             2.0   995.71     25.00    7965.64
    SWIGGY  1st_entry     SHORT BEARISH            11             4.0   917.45     36.36   10092.00
 JINDWORLD  1st_entry     SHORT BEARISH             6             3.0   883.98     50.00    5303.89
    VIPIND  1st_entry      LONG BULLISH             8             4.0   851.83     50.00    6814.65
   TEXRAIL  1st_entry      LONG BULLISH            10             3.0   819.99     30.00    8199.85
CAMLINFINE  1st_entry      LONG BULLISH            13             5.0   806.63     38.46   10486.18
      PGEL  1st_entry     SHORT BEARISH            10             5.0   746.93     50.00    7469.33
WALCHANNAG  1st_entry      LONG BULLISH            10             4.0   745.35     40.00    7453.53
    FUSION  1st_entry     SHORT BEARISH            25             7.0   738.08     28.00   18451.96
   RKFORGE  1st_entry      LONG BEARISH             6             2.0   699.80     33.33    4198.79
     EMBDL  1st_entry     SHORT BEARISH            25             9.0   650.29     36.00   16257.35
  DCXINDIA  1st_entry     SHORT BULLISH             6             1.0   625.98     16.67    3755.87
    TAJGVK  1st_entry     SHORT BEARISH             7             2.0   606.68     28.57    4246.73
 JAIBALAJI  1st_entry     SHORT BEARISH             8             3.0   573.50     37.50    4588.00
 INOXGREEN  1st_entry     SHORT BEARISH            25            11.0   545.09     44.00   13627.13
  KHAICHEM  1st_entry      LONG BULLISH             7             1.0   534.06     14.29    3738.40
      ABDL  1st_entry      LONG BULLISH             5             2.0   514.38     40.00    2571.90
JAICORPLTD  1st_entry      LONG BEARISH            22             8.0   462.66     36.36   10178.59
WALCHANNAG  1st_entry      LONG BEARISH            15             6.0   460.68     40.00    6910.17
     EMBDL  1st_entry     SHORT BULLISH            11             4.0   430.36     36.36    4733.94
   STLTECH  1st_entry     SHORT BEARISH            20             6.0   426.66     30.00    8533.21
  KHAICHEM  1st_entry     SHORT BULLISH             5             1.0   407.14     20.00    2035.68
   MIDHANI  1st_entry      LONG BULLISH             6             1.0   395.16     16.67    2370.93
   RKFORGE  1st_entry     SHORT BEARISH            13             5.0   394.12     38.46    5123.60
    JTLIND  1st_entry     SHORT BEARISH            11             1.0   390.33      9.09    4293.65
   NIFTY50  1st_entry     SHORT BULLISH            19             8.0   376.82     42.11    7159.50
 IDEAFORGE  1st_entry      LONG BULLISH             5             1.0   371.60     20.00    1857.98
 BANKNIFTY  1st_entry     SHORT BULLISH            18             6.0   313.54     33.33    5643.64
     KITEX  1st_entry     SHORT BEARISH            13             4.0   303.25     30.77    3942.29
   NIFTY50  1st_entry      LONG BEARISH            20             8.0   294.08     40.00    5881.66
KALAMANDIR  1st_entry      LONG BEARISH            23             5.0   293.90     21.74    6759.71
 BANKNIFTY  1st_entry      LONG BULLISH            19             5.0   286.81     26.32    5449.42
WALCHANNAG  1st_entry     SHORT BEARISH            19             5.0   284.26     26.32    5400.90
 JINDALSAW  1st_entry      LONG BEARISH             9             1.0   270.22     11.11    2432.02
UMAEXPORTS  1st_entry      LONG BEARISH             5             3.0   258.67     60.00    1293.36
   TFCILTD  1st_entry      LONG BULLISH             6             1.0   250.20     16.67    1501.18
       KRN  1st_entry     SHORT BEARISH            13             6.0   245.25     46.15    3188.31
       KRN  1st_entry      LONG BEARISH             9             3.0   205.82     33.33    1852.36
KALAMANDIR  1st_entry     SHORT BEARISH            29             7.0   205.36     24.14    5955.34
MADRASFERT  1st_entry      LONG BULLISH             6             1.0   205.22     16.67    1231.30
SANGHVIMOV  1st_entry      LONG BULLISH             7             5.0   194.96     71.43    1364.72
   APTECHT  1st_entry     SHORT BEARISH            15            10.0   149.30     66.67    2239.45
AARTIPHARM  1st_entry      LONG BULLISH             6             1.0   133.51     16.67     801.03
MANGCHEFER  1st_entry      LONG BULLISH            10             4.0   127.52     40.00    1275.19
JISLJALEQS  1st_entry      LONG BEARISH             6             4.0   123.20     66.67     739.17
STYLEBAAZA  1st_entry     SHORT BULLISH             6             2.0   122.47     33.33     734.83
    ZAGGLE  1st_entry      LONG BEARISH             8             4.0   122.39     50.00     979.10
 INOXGREEN  1st_entry     SHORT BULLISH            13             2.0   114.65     15.38    1490.39
     KITEX  1st_entry      LONG BEARISH            14             2.0    95.67     14.29    1339.32
TRITURBINE  1st_entry     SHORT BEARISH             8             5.0    91.77     62.50     734.18
TRITURBINE  1st_entry      LONG BEARISH             6             3.0    88.68     50.00     532.08
      BBOX  1st_entry      LONG BULLISH             5             2.0    83.55     40.00     417.76
   TFCILTD  1st_entry     SHORT BEARISH            11             7.0    80.11     63.64     881.21
  ANANTRAJ  1st_entry     SHORT BEARISH            12             5.0    79.40     41.67     952.82
 INOXGREEN  1st_entry      LONG BULLISH            15             3.0    77.63     20.00    1164.45
 BANKNIFTY  1st_entry      LONG BEARISH            18             3.0    77.46     16.67    1394.26
   HUBTOWN  1st_entry     SHORT BULLISH             7             2.0    71.65     28.57     501.56
       TBZ  1st_entry     SHORT BEARISH             8             4.0    70.77     50.00     566.18
   TFCILTD  1st_entry      LONG BEARISH             7             2.0    69.69     28.57     487.80
SHAREINDIA  1st_entry     SHORT BEARISH            17             9.0    68.19     52.94    1159.23
HERITGFOOD  1st_entry      LONG BULLISH             7             2.0    67.54     28.57     472.75
TIMETECHNO  1st_entry      LONG BEARISH             5             1.0    66.04     20.00     330.18
    RALLIS  1st_entry     SHORT BULLISH            10             2.0    63.10     20.00     631.01
    TVSSCS  1st_entry     SHORT BEARISH            21            10.0    61.95     47.62    1301.04
